"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"216207_x_at"	7.63023025735572e-13	2.33058701962214e-15	-15.3956809778314	25.1078291634598	-3.35094117647059	"IGKC"	"immunoglobulin kappa constant"
"231944_at"	7.68413748405581e-13	2.36679514256056e-15	15.3864040494129	25.0926223068188	2.01882352941177	"ERO1B"	"endoplasmic reticulum oxidoreductase 1 beta"
"207777_s_at"	7.68413748405581e-13	2.37516092328383e-15	-15.3842814531277	25.0891418095052	-2.04647058823529	"SP140"	"SP140 nuclear body protein"
"201650_at"	7.940352734051e-13	2.46887967954032e-15	-15.3610162495048	25.0509658736541	-5.64135294117647	"KRT19"	"keratin 19"
"205042_at"	8.21322306450053e-13	2.56874466214831e-15	15.33720669484	25.0118451289456	2.89658823529413	"GNE"	"glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase"
"221590_s_at"	8.61916732988925e-13	2.71147102101683e-15	15.3047850425719	24.9584900309877	3.42094117647059	"ALDH6A1"	"aldehyde dehydrogenase 6 family member A1"
"205859_at"	8.63866469110928e-13	2.73340464849e-15	-15.2999590789074	24.9505398195232	-2.44123529411765	"LY86"	"lymphocyte antigen 86"
"1569040_s_at"	8.7809210200789e-13	2.79447692271373e-15	-15.2867290848979	24.9287338993942	-4.11388235294118	"ANKRD36BP2"	"ankyrin repeat domain 36B pseudogene 2"
"210895_s_at"	8.8737474806723e-13	2.8544195772797e-15	-15.2740305312341	24.9077886655421	-2.46135294117647	"CD86"	"CD86 molecule"
"219768_at"	8.8737474806723e-13	2.85647838426763e-15	-15.2735992808907	24.9070770907639	-2.90258823529412	"VTCN1"	"V-set domain containing T cell activation inhibitor 1"
"203932_at"	8.91429009187567e-13	2.88583328077182e-15	-15.2674850438168	24.8969865784339	-2.92211764705882	"HLA-DMB"	"major histocompatibility complex, class II, DM beta"
"235085_at"	8.95542799715617e-13	2.91553028531102e-15	-15.2613644488332	24.8868821010828	-2.06017647058823	"SGK223"	"homolog of rat pragma of Rnd2"
"210664_s_at"	9.30630500013462e-13	3.04849674055249e-15	15.2347257122004	24.842863759244	1.23164705882353	"TFPI"	"tissue factor pathway inhibitor"
"205495_s_at"	9.30630500013462e-13	3.06380411527066e-15	-15.2317361812643	24.8379196875075	-2.8345294117647	"GNLY"	"granulysin"
"206527_at"	9.3917694254191e-13	3.11865188728731e-15	15.2211494273188	24.8204046799626	2.32405882352942	"ABAT"	"4-aminobutyrate aminotransferase"
"214677_x_at"	9.3917694254191e-13	3.12629544659584e-15	-15.2196893190894	24.8179882195516	-4.14647058823529	"IGLC1"	"immunoglobulin lambda constant 1"
"209312_x_at"	9.73597321093316e-13	3.25867964810383e-15	-15.1949685183504	24.7770454649886	-3.17894117647058	"LOC101060835///LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB1///HLA-DQB1"	"HLA class II histocompatibility antigen, DQ beta 1 chain-like///HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 5///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1"
"223562_at"	9.81717172277084e-13	3.30381270597135e-15	-15.1867765992031	24.7634653840252	-2.09317647058824	"PARVG"	"parvin gamma"
"212310_at"	9.83210010828666e-13	3.32681942392873e-15	15.1826450250162	24.7566139276151	1.65917647058824	"MIA3"	"MIA family member 3, ER export factor"
"209879_at"	1.01724157247904e-12	3.46057489677369e-15	-15.1591936670088	24.7176939440685	-2.73982352941177	"SELPLG"	"selectin P ligand"
"212623_at"	1.04409322187291e-12	3.57101842689041e-15	15.1405233911524	24.6866718849189	2.07405882352941	"TMEM41B"	"transmembrane protein 41B"
"213888_s_at"	1.10352329085135e-12	3.80508542974991e-15	-15.1028485254557	24.6239727796766	-2.69064705882353	"TRAF3IP3"	"TRAF3 interacting protein 3"
"215193_x_at"	1.10352329085135e-12	3.81464841281948e-15	-15.1013605203352	24.6214936824154	-3.43399999999999	"LOC101060835///LOC100996809///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1"	"HLA class II histocompatibility antigen, DQ beta 1 chain-like///HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1"
"209540_at"	1.15322216816694e-12	4.01063679368713e-15	15.0716835600168	24.5720067574999	3.08494117647059	"IGF1"	"insulin like growth factor 1"
"210031_at"	1.15322216816694e-12	4.02863162542087e-15	-15.0690340530745	24.5675846197675	-1.56335294117647	"CD247"	"CD247 molecule"
"202208_s_at"	1.17574975353201e-12	4.12883315369264e-15	-15.0545002352121	24.5433152995705	-2.66729411764706	"ARL4C"	"ADP ribosylation factor like GTPase 4C"
"201527_at"	1.22426295542335e-12	4.32158665563248e-15	-15.027537217811	24.4982382595198	-1.44729411764705	"LOC101927180///ATP6V1F"	"V-type proton ATPase subunit F pseudogene///ATPase H+ transporting V1 subunit F"
"205412_at"	1.24204320124948e-12	4.40706686863097e-15	15.0159743588753	24.4788863054212	2.46258823529413	"ACAT1"	"acetyl-CoA acetyltransferase 1"
"224617_at"	1.2422937488875e-12	4.43067729370027e-15	-15.0128213170593	24.4736070830717	-1.12529411764705	"PTBP3"	"polypyrimidine tract binding protein 3"
"210473_s_at"	1.26306245499091e-12	4.52785077600764e-15	15.0000241535068	24.4521707853753	2.26929411764706	"ADGRA3"	"adhesion G protein-coupled receptor A3"
"223640_at"	1.27260526163925e-12	4.58533583068919e-15	-14.9925863159468	24.4397046677052	-1.84735294117647	"HCST"	"hematopoietic cell signal transducer"
"219386_s_at"	1.27942800237949e-12	4.63331951478992e-15	-14.9864510655036	24.4294177909676	-3.53394117647059	"SLAMF8"	"SLAM family member 8"
"209542_x_at"	1.29128591855103e-12	4.69987924630369e-15	14.9780482291222	24.4153230940285	2.29970588235294	"IGF1"	"insulin like growth factor 1"
"219527_at"	1.2939218079132e-12	4.73313875779864e-15	14.9738952276182	24.4083544836179	2.81235294117648	"MARC2"	"mitochondrial amidoxime reducing component 2"
"222838_at"	1.29436288604665e-12	4.75842597339509e-15	-14.9707577791263	24.4030888542723	-2.92647058823529	"SLAMF7"	"SLAM family member 7"
"209138_x_at"	1.29588654527055e-12	4.78772898298403e-15	-14.9671435066811	24.3970218047614	-3.92405882352941	"IGLC1"	"immunoglobulin lambda constant 1"
"209670_at"	1.30198309618428e-12	4.83406618244919e-15	-14.9614744935257	24.3875030922258	-2.28394117647058	"TRAC"	"T-cell receptor alpha constant"
"242946_at"	1.38665574073535e-12	5.17380468422516e-15	-14.921546026612	24.3203734868402	-2.26488235294118	"CD53"	"CD53 molecule"
"226742_at"	1.40960966498076e-12	5.28523056828634e-15	14.9090368749973	24.299311261603	1.98735294117648	"SAR1B"	"secretion associated Ras related GTPase 1B"
"215176_x_at"	1.41178615995214e-12	5.31921260082563e-15	-14.9052759473935	24.2929758974135	-4.96982352941176	"IGK///IGKC"	"immunoglobulin kappa locus///immunoglobulin kappa constant"
"208092_s_at"	1.47164940932795e-12	5.57167677605644e-15	-14.8780868890754	24.2471351351367	-2.46064705882352	"FAM49A"	"family with sequence similarity 49 member A"
"204698_at"	1.5191357407314e-12	5.77924525051911e-15	-14.8566675815453	24.2109723626909	-2.409	"ISG20"	"interferon stimulated exonuclease gene 20"
"221245_s_at"	1.56866904274143e-12	5.99637549031475e-15	14.8350939722627	24.1745046198835	2.78994117647059	"FZD5"	"frizzled class receptor 5"
"1556183_at"	1.58124351660622e-12	6.07336591618224e-15	-14.8276371994311	24.1618893997299	-2.73364705882352	"ANKRD36BP2"	"ankyrin repeat domain 36B pseudogene 2"
"229860_x_at"	1.58124351660622e-12	6.10228407871809e-15	-14.824861522144	24.1571921996221	-2.47758823529411	"C4orf48"	"chromosome 4 open reading frame 48"
"202953_at"	1.58590977387984e-12	6.14929807155968e-15	-14.8203777458716	24.1496028676644	-3.99258823529412	"C1QB"	"complement C1q B chain"
"235766_x_at"	1.60698377151605e-12	6.26040317024086e-15	14.8099204183163	24.1318950675338	1.99570588235295	"RAB27A"	"RAB27A, member RAS oncogene family"
"232124_at"	1.60920432426618e-12	6.29848606114242e-15	14.8063799819759	24.1258975247603	2.20676470588235	"FAM198A"	"family with sequence similarity 198 member A"
"206069_s_at"	1.60946803741108e-12	6.32895524542082e-15	14.8035632173138	24.1211250289325	2.80941176470589	"ACADL"	"acyl-CoA dehydrogenase, long chain"
"1555800_at"	1.6325202085687e-12	6.44946255237019e-15	14.7925580741661	24.1024714897774	1.41741176470588	"ZNF385B"	"zinc finger protein 385B"
"208130_s_at"	1.67001233168958e-12	6.64223473387905e-15	-14.7753867148298	24.0733429988682	-1.82347058823529	"TBXAS1"	"thromboxane A synthase 1"
"241563_at"	1.67001233168958e-12	6.6586682818167e-15	14.7739467137968	24.0708989727187	1.93511764705883	""	""
"1562321_at"	1.68456118931181e-12	6.74748789134497e-15	-14.7662266892211	24.0577928318141	-3.10994117647059	"PDK4"	"pyruvate dehydrogenase kinase 4"
"213160_at"	1.69949622482075e-12	6.8383935886706e-15	-14.758433050458	24.0445558796245	-2.76070588235294	"DOCK2"	"dedicator of cytokinesis 2"
"219295_s_at"	1.77511477010338e-12	7.17513240407586e-15	14.7304657146299	23.9970069625452	3.214	"PCOLCE2"	"procollagen C-endopeptidase enhancer 2"
"229693_at"	1.80280481554392e-12	7.3200305267627e-15	14.7188452588079	23.9772280742715	2.49376470588236	"TMEM220"	"transmembrane protein 220"
"209374_s_at"	1.83533024256241e-12	7.49802198598521e-15	-14.7048910468385	23.9534596598012	-4.89529411764705	"IGHM"	"immunoglobulin heavy constant mu"
"213566_at"	1.83533024256241e-12	7.51923135498818e-15	-14.7032510785943	23.9506650372749	-3.74594117647058	"RNASE6"	"ribonuclease A family member k6"
"226219_at"	1.85104641741885e-12	7.61747496880184e-15	-14.6957162755252	23.9378218416313	-2.37894117647059	"ARHGAP30"	"Rho GTPase activating protein 30"
"216041_x_at"	1.86665429700246e-12	7.715845836718e-15	-14.6882713978395	23.9251265100052	-2.50976470588235	"GRN"	"granulin"
"204829_s_at"	1.86920356420143e-12	7.76057081067626e-15	-14.6849188224489	23.9194077929295	-2.85123529411764	"FOLR2"	"folate receptor beta"
"200678_x_at"	1.91553249159811e-12	7.98795442312519e-15	-14.6681764549486	23.8908328351389	-2.45905882352941	"GRN"	"granulin"
"227344_at"	1.93714417550536e-12	8.11350738346095e-15	-14.6591411576017	23.8754005511199	-1.31182352941176	"IKZF1"	"IKAROS family zinc finger 1"
"216576_x_at"	1.94146671135415e-12	8.16712105370746e-15	-14.6553267190098	23.8688831049045	-3.96605882352941	"IGK///IGKC"	"immunoglobulin kappa locus///immunoglobulin kappa constant"
"235099_at"	1.94614282218258e-12	8.22238668356973e-15	14.6514216651567	23.8622093626148	1.98517647058824	"CMTM8"	"CKLF like MARVEL transmembrane domain containing 8"
"210377_at"	1.98733280760452e-12	8.43276106747598e-15	14.6368001919358	23.8372080408383	2.40258823529412	"ACSM3"	"acyl-CoA synthetase medium-chain family member 3"
"231109_at"	2.04338353183908e-12	8.77141273745229e-15	-14.6140350609558	23.798240309084	-2.92229411764706	""	""
"224404_s_at"	2.04338353183908e-12	8.7746985261425e-15	-14.61381864483	23.7978696204041	-3.25005882352941	"FCRL5"	"Fc receptor like 5"
"240413_at"	2.04338353183908e-12	8.78271842674318e-15	-14.6132907702991	23.7969654305321	-2.24617647058823	"PYHIN1"	"pyrin and HIN domain family member 1"
"205821_at"	2.09595292744812e-12	9.0806351616846e-15	-14.5940258528893	23.763948139604	-2.46688235294117	"KLRC4-KLRK1///KLRK1"	"KLRC4-KLRK1 readthrough///killer cell lectin like receptor K1"
"216401_x_at"	2.09595292744812e-12	9.08533779250488e-15	-14.5937270034202	23.763435668616	-4.33870588235294	"MLIP"	"muscular LMNA-interacting protein"
"236302_at"	2.12505563727494e-12	9.25035650062067e-15	14.5833398868744	23.7456182693884	2.84423529411765	"PPM1E"	"protein phosphatase, Mg2+/Mn2+ dependent 1E"
"59697_at"	2.14999003781218e-12	9.39821891243003e-15	14.5741936136894	23.7299205803002	1.81023529411765	"RAB15"	"RAB15, member RAS oncogene family"
"217478_s_at"	2.25887815296739e-12	9.91551452605711e-15	-14.543323434701	23.6768776850164	-3.47694117647058	"HLA-DMA"	"major histocompatibility complex, class II, DM alpha"
"211577_s_at"	2.30272250118998e-12	1.01500891227579e-14	14.5298678918961	23.6537283026395	2.22435294117647	"IGF1"	"insulin like growth factor 1"
"209515_s_at"	2.36962541984285e-12	1.04883283329121e-14	14.5110198103643	23.6212714438309	1.52670588235295	"RAB27A"	"RAB27A, member RAS oncogene family"
"217984_at"	2.45589056516531e-12	1.09165993324278e-14	-14.488033908094	23.5816417603265	-2.38594117647058	"RNASET2"	"ribonuclease T2"
"208306_x_at"	2.45589056516531e-12	1.0959987158671e-14	-14.4857572573642	23.5777137794182	-2.89470588235294	"HLA-DRB1"	"major histocompatibility complex, class II, DR beta 1"
"40420_at"	2.46491387209694e-12	1.10453387958619e-14	-14.4813056572213	23.5700318070602	-2.25623529411764	"STK10"	"serine/threonine kinase 10"
"209219_at"	2.46498799543961e-12	1.10907553155582e-14	-14.4789513404296	23.5659682525013	-1.11658823529411	"MIR1236///NELFE"	"microRNA 1236///negative elongation factor complex member E"
"211881_x_at"	2.50612632490219e-12	1.13978907232379e-14	-14.4632860971519	23.5389160649307	-2.8195294117647	"IGLJ3"	"immunoglobulin lambda joining 3"
"243929_at"	2.50612632490219e-12	1.140773947631e-14	14.4627909932793	23.5380606782082	4.28282352941177	""	""
"201017_at"	2.50612632490219e-12	1.14205239832542e-14	14.4621489635245	23.5369514127767	1.5774705882353	"EIF1AX"	"eukaryotic translation initiation factor 1A, X-linked"
"212907_at"	2.50612632490219e-12	1.14770607239178e-14	14.4593185759639	23.5320607308803	2.71252941176471	"SLC30A1"	"solute carrier family 30 member 1"
"214282_at"	2.50612632490219e-12	1.15235893433397e-14	14.4569999795716	23.528053792129	3.67876470588236	""	""
"244023_at"	2.50612632490219e-12	1.15508703040759e-14	-14.4556450072244	23.5257119173394	-2.11423529411765	"SYK"	"spleen associated tyrosine kinase"
"224516_s_at"	2.6256194489867e-12	1.22252732891399e-14	14.4231582850645	23.4695088225498	1.3049411764706	"CXXC5"	"CXXC finger protein 5"
"206265_s_at"	2.6256194489867e-12	1.22361495303472e-14	14.4226496252837	23.4686279921696	2.1775294117647	"GPLD1"	"glycosylphosphatidylinositol specific phospholipase D1"
"204184_s_at"	2.6256194489867e-12	1.22456874163989e-14	-14.4222039409397	23.4678561932909	-2.36741176470588	"GRK3"	"G protein-coupled receptor kinase 3"
"203642_s_at"	2.73146779514431e-12	1.28662256802946e-14	14.3939509346684	23.418889724141	2.86305882352942	"COBLL1"	"cordon-bleu WH2 repeat protein like 1"
"242750_at"	2.73146779514431e-12	1.28727320277258e-14	14.393662196748	23.418388890682	1.84458823529412	"MMAA"	"methylmalonic aciduria (cobalamin deficiency) cblA type"
"226074_at"	2.73146779514431e-12	1.29175029457178e-14	-14.3916794265366	23.4149494312572	-1.55388235294117	"PPM1M"	"protein phosphatase, Mg2+/Mn2+ dependent 1M"
"205442_at"	2.73146779514431e-12	1.29391890067193e-14	14.3907215598867	23.4132877049823	4.49311764705883	"MFAP3L"	"microfibrillar associated protein 3 like"
"205696_s_at"	2.77399485413686e-12	1.31913792789316e-14	14.3797023199168	23.3941647373986	1.85435294117647	"GFRA1"	"GDNF family receptor alpha 1"
"209924_at"	2.80974210566288e-12	1.3412760669008e-14	-14.370206702165	23.3776761869368	-2.96094117647059	"CCL18"	"C-C motif chemokine ligand 18"
"205860_x_at"	2.89856239485551e-12	1.3889773158704e-14	14.3502838390874	23.3430521519403	3.05811764705883	"FOLH1B///FOLH1"	"folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1"
"221589_s_at"	2.95649332089316e-12	1.4221449353359e-14	14.3368422969106	23.3196696497804	3.15488235294118	"ALDH6A1"	"aldehyde dehydrogenase 6 family member A1"
"214032_at"	3.01301758685821e-12	1.45484525455979e-14	-14.3239026919396	23.2971432430631	-1.66617647058823	"ZAP70"	"zeta chain of T cell receptor associated protein kinase 70"
"225985_at"	3.0351593983779e-12	1.47108777424809e-14	14.31758644647	23.2861412818764	1.43782352941177	"PRKAA1"	"protein kinase AMP-activated catalytic subunit alpha 1"
"203474_at"	3.073039512222e-12	1.49506814860732e-14	14.3083913325397	23.2701176201268	1.67229411764707	"IQGAP2"	"IQ motif containing GTPase activating protein 2"
"220801_s_at"	3.17958954834211e-12	1.55272137065815e-14	14.2868922439148	23.2326196448485	4.5974705882353	"HAO2"	"hydroxyacid oxidase 2"
"237716_at"	3.18108189392015e-12	1.55926830831386e-14	14.2845030402581	23.2284496152925	4.07500000000001	""	""
"221024_s_at"	3.19569830560644e-12	1.57264459997884e-14	14.2796535382	23.2199837081886	2.80311764705882	"SLC2A10"	"solute carrier family 2 member 10"
"218232_at"	3.19569830560644e-12	1.57812262005256e-14	-14.2776797661713	23.2165373648192	-3.65629411764705	"C1QA"	"complement C1q A chain"
"216920_s_at"	3.25322933998113e-12	1.61248312964771e-14	-14.2654581771436	23.1951889059301	-2.34911764705882	"TARP///TRGV9///TRGC2"	"TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2"
"227550_at"	3.44344837270934e-12	1.71306439392216e-14	14.2311679393761	23.13521110761	2.43952941176471	"GFRA1"	"GDNF family receptor alpha 1"
"1554240_a_at"	3.5275077843146e-12	1.76570124164446e-14	-14.2140408210502	23.1052093314402	-1.98347058823529	"ITGAL"	"integrin subunit alpha L"
"228532_at"	3.5275077843146e-12	1.76778625130718e-14	-14.2133732706398	23.1040393762443	-3.16335294117647	"C1orf162"	"chromosome 1 open reading frame 162"
"226261_at"	3.55667167058928e-12	1.78890664730142e-14	14.2066565947918	23.0922651627156	1.69688235294118	"ZNRF2"	"zinc and ring finger 2, E3 ubiquitin protein ligase"
"205101_at"	3.57404537981622e-12	1.80683994956106e-14	-14.2010173022673	23.0823760645592	-1.73417647058824	"CIITA"	"class II major histocompatibility complex transactivator"
"208650_s_at"	3.57404537981622e-12	1.81071892127863e-14	-14.1998051106524	23.0802499383345	-3.06082352941176	"CD24"	"CD24 molecule"
"1559263_s_at"	3.58612639105587e-12	1.8233985125076e-14	-14.1958612809487	23.0733316218432	-2.51717647058823	"ZC3H12D"	"zinc finger CCCH-type containing 12D"
"221636_s_at"	3.66186280981444e-12	1.8686048906049e-14	14.1820268129688	23.0490505874076	2.46800000000001	"MARC2"	"mitochondrial amidoxime reducing component 2"
"206074_s_at"	3.6621823214567e-12	1.87693342106674e-14	-14.179515691715	23.0446412133829	-1.63070588235293	"HMGA1"	"high mobility group AT-hook 1"
"230383_x_at"	3.6621823214567e-12	1.88216411948666e-14	-14.1779444548515	23.0418818937742	-1.785	"SLFN5"	"schlafen family member 5"
"1554533_at"	3.67385219029857e-12	1.89488123944069e-14	14.1741430779614	23.0352050913898	2.87041176470588	"C2"	"complement component 2"
"203799_at"	3.9388008290549e-12	2.03873915797446e-14	14.1328846524013	22.9626438825175	2.32188235294118	"LY75-CD302///CD302///LY75"	"LY75-CD302 readthrough///CD302 molecule///lymphocyte antigen 75"
"213321_at"	3.96992789069872e-12	2.06211160669124e-14	14.1264658087618	22.9513395294064	2.01023529411765	"BCKDHB"	"branched chain keto acid dehydrogenase E1 subunit beta"
"223593_at"	3.9733197302895e-12	2.0711406001509e-14	14.1240061978825	22.9470067501323	1.8594705882353	"AADAT"	"aminoadipate aminotransferase"
"210644_s_at"	4.0127765850442e-12	2.10397880825307e-14	-14.1151528852691	22.931405919265	-1.98258823529412	"LAIR1"	"leukocyte associated immunoglobulin like receptor 1"
"225455_at"	4.0127765850442e-12	2.10638661162814e-14	14.1145093434657	22.9302715937395	1.87158823529412	"TADA1"	"transcriptional adaptor 1"
"202719_s_at"	4.06214613358139e-12	2.14431543554043e-14	-14.1044707918966	22.912571894267	-1.72635294117646	"TES"	"testin LIM domain protein"
"33304_at"	4.06214613358139e-12	2.1471609192593e-14	-14.1037250742989	22.9112566560917	-2.0805294117647	"ISG20"	"interferon stimulated exonuclease gene 20"
"234151_at"	4.10600625340883e-12	2.17785425420862e-14	-14.0957453696888	22.8971791338546	-1.98135294117647	""	""
"207007_at"	4.11213365596493e-12	2.18862532032152e-14	14.0929725241381	22.892285855771	3.44723529411764	"NR1I3"	"nuclear receptor subfamily 1 group I member 3"
"235747_at"	4.14115077962353e-12	2.21598117567038e-14	14.085992893863	22.879965338876	1.8874705882353	"LINC00849///SLC25A16"	"long intergenic non-protein coding RNA 849///solute carrier family 25 member 16"
"221538_s_at"	4.14115077962353e-12	2.21921751884718e-14	-14.0851730443845	22.8785178059824	-1.826	"PLXNA1"	"plexin A1"
"227620_at"	4.15313670382516e-12	2.2332367460898e-14	14.0816357784596	22.8722715946725	2.18905882352941	"SLC44A1"	"solute carrier family 44 member 1"
"205728_at"	4.20308836662893e-12	2.26778430389672e-14	14.0730156353463	22.857044539285	4.11294117647059	"TENM1"	"teneurin transmembrane protein 1"
"226659_at"	4.20438650563059e-12	2.27617449596096e-14	-14.070942571318	22.8533814433106	-1.74164705882353	"DEF6"	"DEF6, guanine nucleotide exchange factor"
"227052_at"	4.24231576412446e-12	2.311619041645e-14	14.0622708896877	22.8380538591078	1.80329411764706	"SMIM14"	"small integral membrane protein 14"
"211991_s_at"	4.24231576412446e-12	2.31547802339661e-14	-14.0613350508494	22.8363992630364	-3.42864705882353	"HLA-DPA1"	"major histocompatibility complex, class II, DP alpha 1"
"227944_at"	4.24231576412446e-12	2.31998612432229e-14	14.0602438273854	22.8344698284707	2.52664705882354	"PTPN3"	"protein tyrosine phosphatase, non-receptor type 3"
"1553043_a_at"	4.37964729568015e-12	2.4044221091237e-14	-14.0401994567048	22.7990069443536	-2.07658823529411	"CD300LF"	"CD300 molecule like family member f"
"225079_at"	4.37964729568015e-12	2.41601564249535e-14	14.0375040128769	22.7942349786396	1.6144705882353	"EMP2"	"epithelial membrane protein 2"
"203208_s_at"	4.37964729568015e-12	2.41911931101126e-14	14.0367846848909	22.7929613674839	1.88264705882352	"MTFR1"	"mitochondrial fission regulator 1"
"224730_at"	4.39681315600173e-12	2.43664268178971e-14	-14.0327410997489	22.7858009839267	-1.69829411764705	"DCAF7"	"DDB1 and CUL4 associated factor 7"
"229983_at"	4.39968178634784e-12	2.44653739073513e-14	14.0304710704499	22.7817804806059	1.52682352941178	"TIGD2"	"tigger transposable element derived 2"
"207808_s_at"	4.39968178634784e-12	2.45432637372856e-14	14.0286907766241	22.7786269902755	1.51776470588235	"PROS1"	"protein S (alpha)"
"213603_s_at"	4.40787930791411e-12	2.46696125875028e-14	-14.0258152180707	22.7735327374494	-2.27370588235294	"RAC2"	"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"
"216853_x_at"	4.51491236936661e-12	2.53839880147166e-14	-14.0098369861677	22.7452107459484	-2.3055294117647	"IGLJ3"	"immunoglobulin lambda joining 3"
"210986_s_at"	4.51491236936661e-12	2.54337999042509e-14	-14.0087401908752	22.7432656765739	-1.6235294117647	"TPM1"	"tropomyosin 1 (alpha)"
"238576_at"	4.59489857351045e-12	2.59684254085913e-14	13.9971058305757	22.7226255681821	2.74658823529412	"MOCOS"	"molybdenum cofactor sulfurase"
"243160_at"	4.59821097321897e-12	2.60712464873869e-14	13.9948965791315	22.7187046431704	1.99041176470589	""	""
"226490_at"	4.61177275624149e-12	2.62868901030961e-14	13.9902921897675	22.7105312752249	1.44988235294118	"NHSL1"	"NHS like 1"
"219771_at"	4.61177275624149e-12	2.63168376762203e-14	13.9896558326136	22.7094014902491	1.73394117647059	"TBC1D8B"	"TBC1 domain family member 8B"
"235292_at"	4.64014621127492e-12	2.65636170851221e-14	-13.9844402347205	22.7001401783495	-1.94411764705882	"FLJ32255"	"uncharacterized LOC643977"
"201954_at"	4.65997164336839e-12	2.68181910182057e-14	-13.9791119476987	22.6906758774497	-1.86799999999999	"ARPC1B"	"actin related protein 2/3 complex subunit 1B"
"200960_x_at"	4.65997164336839e-12	2.68475732539743e-14	-13.9785003277737	22.6895893086952	-1.16376470588235	"CLTA"	"clathrin light chain A"
"236235_at"	4.75877982620817e-12	2.75038760874583e-14	13.9650155718612	22.6656232899928	2.53105882352941	"ITCH"	"itchy E3 ubiquitin protein ligase"
"243915_at"	4.86190538534444e-12	2.81888250051063e-14	-13.951291226891	22.6412122352688	-2.14423529411765	""	""
"202597_at"	4.89080281147491e-12	2.84458215646826e-14	13.9462302120246	22.6322054714747	1.62011764705882	"IRF6"	"interferon regulatory factor 6"
"216412_x_at"	4.92576147520065e-12	2.88157478576262e-14	-13.9390273741292	22.6193824884973	-2.48105882352941	"CKAP2///IGLC1"	"cytoskeleton associated protein 2///immunoglobulin lambda constant 1"
"205686_s_at"	4.92576147520065e-12	2.88293309934012e-14	-13.9387647129622	22.6189147800588	-2.69523529411765	"CD86"	"CD86 molecule"
"1559910_at"	4.96104222011077e-12	2.91265578903623e-14	13.9330488442466	22.6087350374097	2.70458823529412	""	""
"203656_at"	5.09395013660885e-12	3.0000035555337e-14	-13.9165926957752	22.5794084348133	-1.38682352941176	"FIG4"	"FIG4 phosphoinositide 5-phosphatase"
"237237_at"	5.13439907089903e-12	3.03321609492526e-14	13.9104646803544	22.5684805118764	2.43194117647059	""	""
"226845_s_at"	5.1533379671439e-12	3.05382990645565e-14	-13.9066959100372	22.5617578383394	-1.2815294117647	"COPS9"	"COP9 signalosome subunit 9"
"202391_at"	5.16041620525517e-12	3.06746276489791e-14	-13.904217818058	22.557336656135	-2.57647058823529	"BASP1"	"brain abundant membrane attached signal protein 1"
"213733_at"	5.18499504892427e-12	3.09155626145279e-14	-13.8998658750949	22.5495707850762	-2.0300588235294	"MYO1F"	"myosin IF"
"204787_at"	5.20656170774313e-12	3.11393814070782e-14	-13.8958542856054	22.5424105254783	-3.51441176470588	"VSIG4"	"V-set and immunoglobulin domain containing 4"
"1557051_s_at"	5.21500871377229e-12	3.12852831845873e-14	-13.8932551919541	22.5377705311384	-1.73335294117646	"HOTAIRM1"	"HOXA transcript antisense RNA, myeloid-specific 1"
"227014_at"	5.32895280652211e-12	3.20663095262144e-14	-13.8795509404172	22.5132936448445	-2.26782352941176	"ASPHD2"	"aspartate beta-hydroxylase domain containing 2"
"215051_x_at"	5.37845491327007e-12	3.25365053962556e-14	-13.8714654923743	22.4988432608921	-2.34376470588235	"AIF1"	"allograft inflammatory factor 1"
"202524_s_at"	5.37845491327007e-12	3.25609250350689e-14	-13.8710488681604	22.4980984827809	-1.71411764705882	"SPOCK2"	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2"
"237212_at"	5.45393567078361e-12	3.311763406859e-14	13.8616371574161	22.4812688437105	2.677	""	""
"89977_at"	5.53682518299205e-12	3.38002846741163e-14	13.850316261886	22.4610130965788	3.19029411764707	"ACSM5"	"acyl-CoA synthetase medium-chain family member 5"
"212826_s_at"	5.53682518299205e-12	3.38234954022743e-14	-13.849935493095	22.4603315802042	-1.28311764705882	"SLC25A6"	"solute carrier family 25 member 6"
"217728_at"	5.54044575257692e-12	3.39613328634576e-14	-13.8476798190138	22.4562939686981	-3.05782352941176	"S100A6"	"S100 calcium binding protein A6"
"213095_x_at"	5.54044575257692e-12	3.41172207244527e-14	-13.8451400904904	22.4517472726709	-2.23494117647058	"AIF1"	"allograft inflammatory factor 1"
